postal_code,departement,nb_departements,nb_communes,population_2009,menages_2009,naissances_2011,deces_2011,logements_2009,residencesprincipales_2009,residencessec_2009,logvacants_2009,residencesprincipales_proprietaire_2009,ffiscaux_2009,ffiscaux_imposables_2009,revenufiscalmedianmoyen_2010,emploi_2009,population_1564_2009,chomage_1564_2009,actifs_1564_2009,ets_2010,ets_agri_2010,ets_indus_2010,ets_construc_2010,ets_comm_plus_services_2010,ets_comm_2010,ets_admin_2010,ets_service_2010,ets_1_9_2010,ets_10plus_2010
22140,22,1,11,11069.999999999998,4672.6767642191344,151,116,5613.2660899434495,4672.6767642191344,448.69144102806007,491.89788469626313,3450.7197961557627,6333,2929,16259.545454545454,3194.1583153855404,6867.6065040792964,493.01258886297865,4903.9225244343697,910,297,58,98,343,93,114,250,211,40
22230,22,1,9,7807.0000000000091,3331.552482649774,86,93,4189.0373977033332,3331.552482649774,489.94208547010226,367.54282958344686,2541.805155398823,4395,1982,16081.111111111111,2900.8619713937519,4599.7710772440823,179.53232666327585,3337.870068581346,776,367,49,57,239,71,64,168,163,35
22320,22,1,7,3687.0000000000009,1639.5001992292464,30,53,2222.0943620291278,1639.5001992292464,371.58582254754253,211.00834025234118,1281.4116866440218,2017,772,15365.285714285714,1100.259436943755,2077.6753958605941,122.7523617165522,1465.0709668019713,480,242,17,34,148,35,39,113,103,14
22400,22,1,12,24449.000000000011,10339.454153211162,301,212,12101.223800310627,10339.454153211162,938.621368613345,823.1482784861164,7313.6578109933507,13540,7255,18334.25,11664.361409305689,15445.182098620882,808.86937636601999,11567.689359508628,2328,566,131,245,1144,355,242,789,668,167
22480,22,1,10,4328,2000.7503609109272,43,59,2967.5341014095798,2000.7503609109272,607.24343452476126,359.54030597389504,1567.2619364826992,2418,952,14013.222222222223,1397.4402549419506,2506.7175672951598,174.21856296480669,1750.4923542104812,612,342,22,45,146,38,57,108,120,14
22560,22,1,2,7753.00000000002,3607.1493129218502,49,101,5955.583809434931,3607.1493129218502,2057.0223304954002,291.41216601768599,2894.4787120890996,4555,2777,21250,1372.3001538688991,4549.45752170179,285.00970557938001,3016.3404842878699,558,58,28,71,322,59,79,263,157,14
22640,22,1,4,5076.0000000000018,2110.7830064706291,64,50,2443.7655072965799,2110.7830064706291,189.39075962980189,143.59174119615236,1534.5909949883212,2821,1282,17138.75,1560.3676453679714,3117.4201547397902,126.77650475064397,2321.5439138476258,517,230,30,52,151,45,54,106,126,26
22730,22,1,1,2434.9999999999905,1192.99999999999,14,31,2652.1528925619805,1192.99999999999,1388.4991735537201,70.653719008264389,875.25014276158606,1527,896,20869,493.5048968517001,1408.8059038449701,108.386229088096,906.47617644027014,202,10,11,16,136,28,29,108,58,7
22830,22,1,1,1535,667,27,12,844,667,65,112,529,878,379,15519,314.29004246995902,867,43,609,162,60,15,15,52,14,20,38,29,5
22980,22,1,8,5332.9999999999982,2203.9330518314982,63,53,2635.1509238988338,2203.9330518314982,266.7854842935306,164.43238777380225,1640.6649553144773,2929,1414,16215.875,1453.9729983317286,3274.1907573857643,185.2989340149453,2441.9545893173872,365,95,33,53,137,38,47,99,84,21
23160,23,1,6,3000.0000000000018,1420.45368185661,11,69,2274.0203485232792,1420.45368185661,593.21515151515246,260.35151515151557,1248.0701840493571,1797,660,14784.583333333334,686.15858274076186,1586.7397980491305,88.424192933628689,1071.0225964763754,400,174,22,33,135,35,36,100,58,5
23250,23,1,11,2915.0000000000041,1408.9171760694221,18,44,2291.3295494764748,1408.9171760694221,625.98699792335105,256.42537548370291,1138.5683558486724,1817,749,15034.666666666666,498.83889060126393,1671.5877127852987,112.04436622234165,1164.434983582941,418,197,24,34,112,34,51,78,68,2
23360,23,1,4,1664.000000000002,805.41268388793515,7,21,1337.748573458488,805.41268388793515,338.59846551501835,193.73742405553401,697.63844818987161,1018,365,13755.5,303.88641316255115,960.56693747501254,56.959110825326647,662.0745382449818,176,110,9,10,37,10,10,27,23,3
23500,23,1,10,3600.9999999999991,1637.9168971989739,19,66,2743.283721654946,1637.9168971989739,808.44102398135726,296.92580047461331,1070.2013993838748,2020,809,14872.055555555555,1262.0835342916121,2223.9365996980491,129.35913200400083,1436.359869989165,447,186,41,38,137,30,45,107,93,17
24130,24,1,11,11735.000000000007,4670.1651195131908,112,124,5319.007116783805,4670.1651195131908,315.08016361015166,333.76183366045797,3661.7132618811547,6944,3238,16825.549999999999,3143.1167232590087,7260.626173392593,486.1173815034561,4851.50485798511,914,264,39,136,349,105,126,244,182,38
24220,24,1,12,6231.9999999999909,2879.6427068645771,51,68,4426.6416050162888,2879.6427068645771,1282.0955767765588,264.9033213751494,2134.0183934812712,3634,1644,16860.208333333332,1740.6608494350401,3694.4611430092659,313.78416157777639,2632.1610931004593,838,195,47,98,413,118,85,295,199,22
24310,24,1,9,5085,2172.8461347158313,33,88,3017.0627354592189,2172.8461347158313,545.29398027221191,298.92262047117526,1565.6992502277271,3055,1391,17370.375,1792.5910163675528,3036.362189933925,177.16943518763063,2142.1926779407809,668,142,36,65,338,109,87,229,154,25
24390,24,1,11,3807.0000000000018,1734.4185218342093,22,44,2564.8372421571557,1734.4185218342093,642.78378128806423,187.63493903488305,1316.3238501048186,2153,848,15238.555555555555,1091.4765173639476,2253.5500836857359,144.45059727655396,1547.7834687066165,540,214,29,62,183,50,52,133,100,12
24470,24,1,4,2943,1402.2648078063371,15,34,2145.7680268674862,1402.2648078063371,619.72550804356786,123.7777110175808,1129.5750576263649,1816,688,15292.625,778.07423926760566,1569.0007647199291,88.95860334126661,1043.1268146530219,394,144,29,50,137,35,34,102,70,8
24550,24,1,8,2318.9999999999991,1030.7531498181088,13,36,1667.4669204193092,1030.7531498181088,472.29972154576768,164.41404905543317,782.40299590371603,1369,464,14263.142857142857,727.2283399650795,1360.0900612693811,93.306227691818165,943.16763265317365,411,191,25,47,118,31,30,87,75,10
24630,24,1,1,1227.00000000001,571.05024711697104,11,20,936.78631082573111,571.05024711697104,276.35418280238002,89.381880906380189,417.42257001647602,753,318,15601,354.94052438015405,728.72075782537411,61.653212520593293,518.49341021417001,187,77,11,25,53,9,21,44,33,5
25000,25,1,1,117392,60575.903710313403,1531,863,66225.174466776298,60575.903710313403,1211.6242874784,4437.6464689845507,21275.028009217098,65953,34049,17278,71566.7142625876,82392.40212907661,7921.01402934011,55172.465517987497,9836,74,499,521,6627,1850,2115,4777,3052,882
25150,25,1,10,8342.0000000000073,3595.1792779551611,82,70,3851.5098238807122,3595.1792779551611,69.542491252717682,186.7880546728307,2454.8935258442598,4716,2632,19438.950000000001,2825.7455659369343,5445.9035793647472,348.85613694296057,4009.3222347322553,512,47,55,57,276,82,77,194,159,37
25240,25,1,13,2611.0000000000027,1066.3687880166358,38,35,1831.0064369780505,1066.3687880166358,637.03787530875763,127.59977365265581,766.49103731304956,1416,853,23172.214285714286,851.35059102457342,1658.1176393849551,79.040574464454593,1324.1585018377848,339,88,22,19,144,27,66,117,82,10
25330,25,1,17,3982.0000000000005,1629.4479600076386,53,43,2021.4125973541366,1629.4479600076386,246.98735799803777,144.97727934846063,1215.8067129091858,2099,1001,17244.653846153848,1328.849029670861,2341.5151258005562,108.77700686292623,1760.5761121186138,433,151,47,44,136,29,55,107,108,24
25410,25,1,12,9588.9999999999982,3657.1215097338968,102,54,3903.9205246238212,3657.1215097338968,106.00168870620186,140.79732618372151,2594.0185879828118,4914,2986,20014,3453.3664427288031,6310.8658333058202,300.02398766541353,4645.27572721256,677,49,74,86,369,127,99,242,200,65
25490,25,1,4,5469.9999999999991,2272.9604921352093,71,47,2484.6013322724921,2272.9604921352093,24.339027583802949,187.3018125534827,1646.0823449412239,3023,1795,19776,1041.1126208552637,3510.7252371871245,262.1537913575857,2631.7454955347871,239,14,36,29,131,44,29,87,64,26
25580,25,1,16,4237.9999999999973,1615.7506450792021,81,34,1870.483946826721,1615.7506450792021,137.58982529881789,117.14347644870253,1240.5718900811585,2160,1128,17974.416666666668,910.8915105974595,2595.3862565507379,105.17561795557857,1978.3035242912333,369,138,28,38,113,33,52,80,78,11
25680,25,1,21,3176.0000000000009,1284.2805584659786,40,24,1656.9183401441569,1284.2805584659786,220.21953480516129,152.41824687301676,969.11894189866973,1782,846,17368,838.2986893923927,1978.2498714258645,139.97853008295789,1388.1549194297324,309,63,19,33,123,39,71,84,63,12
25820,25,1,1,448,194.39647577092501,3,1,230.30021140310902,194.39647577092501,15.525939732836299,20.377795899347596,143.08370044052899,245,129,16413,205.855924983015,270.37885462555101,15.788546255506599,197.35682819383302,24,0,5,3,12,4,4,8,5,2
26110,26,1,23,14082.999999999991,6514.2628501541603,109,222,9288.0966617471204,6514.2628501541603,2274.1348512493005,499.69896034366423,3842.3625908694562,8477,3660,15063.307692307691,4987.8147466692517,8076.5021739448193,795.37390795104943,5619.8623540958861,2093,678,94,173,922,277,226,645,510,68
26200,26,1,2,36551,16558.050850395302,512,321,18802.048192906997,16558.050850395302,296.62594980329601,1947.37139270839,8299.0240127187317,22009,10858,17566,20214.389933868551,23149.740676998801,2321.87343435701,16159.108172082601,4045,82,228,454,2684,910,597,1774,1294,327
26290,26,1,2,5754,2280.6774193548399,78,36,2494.3069077564896,2280.6774193548399,50.503385872197605,163.12610252945501,1495.2385596399101,3191,1610,18959,1725.1887256366849,3686.1762940735202,360.810202550638,2645.6451612903202,420,49,65,38,220,75,48,145,84,36
26390,26,1,2,1934,766.99992657811595,22,14,905.13124516059406,766.99992657811595,100.76026863344708,37.371049949031494,564.48542858144685,1081,515,16302,535.74976269052138,1181.8681057886761,61.512299385070698,833.35934014573616,220,57,13,19,104,26,27,78,45,10
26510,26,1,13,1229.9999999999989,592.05546545599952,10,13,1139.8437555941332,592.05546545599952,505.03395152447268,42.754338613661602,417.83768534368551,570,216,14559.333333333334,345.77465705013554,759.1750365914786,58.015473508294207,538.24247241619332,238,101,13,27,63,13,34,50,56,2
26730,26,1,3,2423.9999999999941,905.77996812482513,35,10,1012.8542530428051,905.77996812482513,58.029721230165094,49.044563687815298,676.51634361973197,1289,684,18356.333333333332,615.99664060137707,1527.4521741291283,76.024508684313489,1175.113694162008,215,59,16,23,91,31,26,60,51,13
27000,27,1,1,51193,23244.920869883703,852,454,25178.652495249098,23244.920869883703,180.324410751991,1753.4072146133701,7162.7681397979195,29413,13916,15350,38439.0115134097,33705.178143010897,4219.5677615186805,24037.635146775501,4262,17,181,311,2970,939,783,2031,1285,485
27170,27,1,15,9561.9999999999836,3914.1040491983631,146,50,4524.3897471741102,3914.1040491983631,392.11569588923413,218.17000208651697,2893.2843563644342,5289,2904,18920.933333333334,2369.8842220795891,5979.7081305024658,409.59887571973286,4469.2007379824699,668,162,49,84,297,99,76,198,198,29
27250,27,1,9,5503.9999999999982,2355.2262327223534,68,70,3045.0467627652533,2355.2262327223534,450.17205134182075,239.6484787010844,1592.1909194704847,3123,1552,17706.222222222223,1802.5906897855962,3369.5400985563911,235.89922589419282,2430.8186488924271,416,121,26,53,162,59,54,103,100,21
27340,27,1,5,7439,2923.7139532195024,103,81,3120.5853874752356,2923.7139532195024,50.371820523899167,146.49961373183788,1962.1653359576871,4119,2503,21430.599999999999,2457.5261529948307,4714.1535593299013,344.54127262176917,3668.8218389042713,409,45,29,37,236,62,62,174,106,41
27420,27,1,9,2924,1068.5795551923725,42,12,1224.9790488496208,1068.5795551923725,87.622890517630452,68.776603139616185,899.69680467586022,1564,917,19690.888888888891,443.43752389368711,1993.7902958925451,156.05799888627098,1541.6741242843036,194,38,9,30,91,31,26,60,62,4
27500,27,1,19,20589.000000000004,8924.0895298286014,268,218,10186.597827484798,8924.0895298286014,520.06449195092409,742.44380570527187,4805.5147760745394,12310,6011,19424.916666666668,8794.8473582332754,13251.74184249224,1208.2867778800673,9609.5248904549735,1632,179,112,154,951,317,236,634,554,133
27580,27,1,3,1625,699.77965367965419,13,14,922.32510822510812,699.77965367965419,147.8026811897779,74.742773355676547,541.81450216450219,880,474,17991,487.6728839774982,986.98528138528104,72.358225108225113,724.06796536796594,162,41,6,25,80,23,10,57,47,4
27660,27,1,2,1647,595.66164452670603,19,10,659.23874585444912,595.66164452670603,29.185521690050003,34.3915796376928,514.05967790797797,840,554,20110.5,400.68899927085363,1105.090145976543,98.048820193087494,808.37993859548897,114,13,11,20,60,20,10,40,34,4
27740,27,1,1,1143,460.29600088286406,19,11,552.12902952393699,460.29600088286406,52.476016366327194,39.357012274745401,386.53061612599504,653,402,21426,140.287597192329,763.30603855539005,67.864153976319699,569.51688488562002,65,1,3,5,50,9,6,41,18,2
27820,27,1,3,463,173.06666666666669,4,1,270.39999999999998,173.06666666666669,72.471264367816104,24.862068965517238,143.3333333333334,222,113,18151,60.889724773201195,270.83333333333337,23.833333333333339,208.03333333333339,52,14,3,8,19,7,8,12,20,0
27930,27,1,29,20656.000000000004,7834.5763874807581,216,123,8265.5082848474449,7834.5763874807581,157.40867150187722,273.5232258648104,6120.7740685245844,10654,7235,22678.85185185185,6125.3450040184052,14114.388851929698,786.07478548851805,10709.684714136474,1516,157,91,228,883,281,157,602,456,176
28140,28,1,18,5879.0000000000045,2319.5488100564266,81,48,2978.9255482381,2319.5488100564266,426.34438957563287,233.03234860604005,1862.3448839473019,3164,1680,18697.65625,1312.5710594972104,3525.7853069720836,177.02060762504394,2710.8135389695467,670,336,35,46,200,57,53,143,164,15
28230,28,1,2,6545,2913.5008025682173,98,38,3174.0950054667669,2913.5008025682173,69.3333333333334,191.2608695652174,1449.821829855536,3828,2555,23368,4152.8841292252046,4509.9470304975894,251.505617977528,3533.1476725521652,470,4,43,50,297,79,76,218,142,35
28320,28,1,5,6967.99999999999,2701.9833221027402,86,48,3059.1572984044369,2701.9833221027402,174.5466887647473,182.62728753694824,2089.2637891288232,3663,2458,22708.099999999999,1680.3552011961865,4574.8364419801892,250.73578011588924,3570.6934394472569,486,60,43,61,262,71,60,191,121,34
28480,28,1,12,5273.9999999999991,2182.884725546613,50,66,3081.0190678144472,2182.884725546613,704.48574280782793,193.64859946000587,1624.1547801082186,2907,1408,17507.166666666668,1503.0087922304856,3200.8368486989257,221.14259327206048,2333.2285403005721,545,198,38,51,197,61,61,136,124,22
29120,29,1,5,17398,7713.0146031861523,141,211,10288.107934713264,7713.0146031861523,1960.8252429204274,614.26808860669075,5939.9353131709022,10253,5431,18730.599999999999,5928.2874517209093,10592.411162911429,796.89179419954928,7407.2623518869932,1608,161,88,199,909,288,251,621,466,86
29217,29,1,3,6701.9999999999991,2875.5668472050838,71,82,4520.0778917004327,2875.5668472050838,1455.1992878977519,189.31175659760351,2243.8169943741073,3838,2341,20463.333333333332,1232.8652561970721,4043.5184122502001,244.71126447045089,2775.2848135952672,526,84,28,38,305,64,71,241,146,15
29259,29,1,1,211,120,0,3,293,120,168,5,100,130,49,0,54.726239884847502,119,7,62,20,6,0,2,9,2,3,7,7,0
29350,29,1,1,6956,3211.9668909493003,43,79,4899.8839423158997,3211.9668909493003,1407.8382021596801,280.07884920691703,2636.1210880076901,4200,2219,19387,1336.3184158365202,4015.02661073743,301.89143006681206,2631.1775701357005,451,47,23,55,252,64,74,188,138,11
29430,29,1,4,8097.9999999999945,3534.6111622852923,101,114,4956.9126139324499,3534.6111622852923,1067.1598126289116,355.1416390182435,2752.6315098019054,4730,1976,16529.25,2175.4731960266613,4711.5362880571065,312.80654434736061,3415.8023545291967,769,294,30,57,309,85,79,224,187,33
29510,29,1,5,10674.00000000002,4312.491150430681,178,109,4863.1392198470658,4312.491150430681,136.54832485712171,414.09974455926317,3313.2687561087992,5952,2962,17809,3877.0845762885574,6788.158211776803,358.5786209775946,5299.8086641517602,894,269,70,119,348,95,88,253,227,55
29600,29,1,4,25812.000000000011,12606.45253974839,258,312,14409.446766300383,12606.45253974839,414.22740101042149,1388.7668255415629,7472.6546009515305,15695,7764,18870.25,16056.396316065293,16626.996569872012,1521.0096615291272,11637.13852843775,2449,134,151,171,1545,554,448,991,815,223
29680,29,1,1,3621,1699,28,48,2910,1699,972,239,1186,2227,1195,19663.5,3394.7404894673905,2060,137,1357,387,63,22,8,250,63,44,187,113,28
29760,29,1,1,5749.00000000002,2784.99999999997,33,96,4622.5999999999704,2784.99999999997,1453.24547461369,384.35452538631404,2287.28401300108,3554,1688,17811,1471.4974763622499,3283.8111809382003,191.26122917400599,2115.3335736825902,440,91,32,49,195,61,73,134,144,27
29840,29,1,3,4029,1856.4993086844952,29,52,3350.3590453128895,1856.4993086844952,1342.4164396203391,151.44329700805329,1628.0983312793683,2499,1434,20463.333333333332,651.74319560767435,2406.1356125586422,127.18839744094069,1542.832478588434,273,61,19,28,131,21,34,110,72,7
29920,29,1,1,2718,1312,13,42,2585,1312,1189,84,1114,1746,917,19744.5,450.62835089485907,1498,123,947,226,21,7,36,132,28,30,104,58,6
30100,30,1,1,41432,20529.2476735046,476,426,23331.130098503301,20529.2476735046,558.17845025567999,2243.7039747430704,8275.3751752307999,24850,9427,14157,21820.103955271501,25159.860473397799,3687.0178153431002,16418.435063363399,3987,34,240,350,2678,1005,685,1673,1303,305
30125,30,1,1,248,100.397077342305,0,0,255.13261453238803,100.397077342305,134.16942148760299,20.566115702479301,68.540312416381198,197,64,16479,170.519139113824,168.84076594164401,7.7228521032542199,114.36380952485001,31,4,0,6,14,2,7,12,9,4
30133,30,1,1,8263.0000000000109,4036.0000000001801,75,62,4432.2851286724599,4036.0000000001801,110.191528125711,286.09360054657208,2569.6399245125203,5180,3259,21940,2873.2780948262202,5186.6884526697204,312.06474788142003,3828.6977933627199,1027,11,40,92,700,235,184,465,307,40
30220,30,1,2,11362,4916.1335919509902,144,101,6263.4123525527912,4916.1335919509902,960.593458495508,386.68530210630337,3009.07861394264,7091,3556,17936.5,2790.2401927341052,7451.3340001798697,848.52582268851506,5423.6174879235805,1453,252,62,120,897,348,122,549,312,37
30310,30,1,1,4247,1674.7836222783401,73,43,1807.0089096346599,1674.7836222783401,46.485452586206698,85.739834770114598,1172.3485355948401,2421,1361,19641,2511.4147702751106,2659.2267403557703,234.46970711896802,1911.9691947307401,335,38,21,50,168,51,58,117,81,19
30400,30,1,1,12463,5572.34740662891,95,137,6041.3771392519811,5572.34740662891,165.58100410546302,303.44872851761505,3763.7257554354997,7219,4515,24430,2937.4917393095702,7533.0705073446707,521.24758751205604,5206.2960999665402,973,16,46,77,678,144,156,534,205,45
30480,30,1,2,2209,995.92690620187204,28,29,1276.174678190145,995.92690620187204,183.61723933116571,96.630532657104496,502.23668558512907,1275,457,14784.5,288.30369918684994,1340.3955789933341,168.49990211543229,863.15697124927203,148,15,10,39,63,16,21,47,28,5
30570,30,1,3,2099,952.910423557576,18,32,2270.4589178727351,952.910423557576,1195.621988802234,121.9265055129252,696.57102413188295,1248,460,14590,522.660592303523,1267.803548794061,132.44707381406502,842.7910753029081,315,103,13,29,135,29,35,106,49,7
30660,30,1,1,3257,1298.29336912858,50,18,1659.25874993966,1298.29336912858,234.93867457962401,126.026706231454,815.34673822159709,1868,1049,19016,1407.0449298414901,2127.4870692372201,169.18382780658101,1599.2503475903302,322,31,23,60,180,49,28,131,78,30
30770,30,1,6,935,471.66335453973187,3,7,1137.16055614078,471.66335453973187,610.7581781097357,54.73902349131356,351.29786772354868,540,205,15055.6,164.68215462330497,585.51371225354251,48.258767751174055,354.7395291587614,136,46,5,17,48,11,20,37,26,2
30960,30,1,4,4499.0000000000009,2053.810997812584,48,57,2771.038848716179,2053.810997812584,389.34818918742394,327.87966171617165,1394.8200732685159,2749,1058,14294.75,605.48512805431824,2652.119490178784,313.16019121619991,1682.882839077429,277,20,24,37,154,47,42,107,48,11
31150,31,1,5,19126,7613.8787033732197,267,97,7983.2696588772305,7613.8787033732197,36.78351852845951,332.60743697555517,4953.5695184001888,10366,6552,21308.900000000001,8091.3674719945593,13010.179377544671,842.9013067378761,10053.29518128388,1611,50,131,237,997,337,196,660,466,164
31230,31,1,24,4801.0000000000009,2073.579592084734,38,68,2747.2083821240858,2073.579592084734,459.90906067530733,213.71972936404529,1592.628297302592,2719,988,15557.416666666666,1348.264099792701,2752.2973139238679,219.86149860558774,1909.4650002250264,763,357,48,60,219,74,79,145,111,21
31310,31,1,16,7732.0000000000009,3243.4149009281582,87,84,3975.9538962370061,3243.4149009281582,386.97550446043027,345.56349084841656,2362.4612095317825,4451,2028,17733.125,1681.5458540660813,4788.1614850932992,462.47584561160977,3526.581157635303,871,308,51,102,296,77,114,219,134,29
31390,31,1,7,8909.0000000000109,3469.1939895992718,106,82,3826.0595169363851,3469.1939895992718,105.83329037154951,251.03223696556259,2429.2779172404817,4931,2444,19444.428571428572,2601.4944831288726,5541.2299979067238,382.35177690607952,4146.5370930161753,847,130,65,129,409,131,114,278,202,42
31470,31,1,10,28656.999999999989,10413.521708222999,394,163,11018.657969639662,10413.521708222999,116.88992857160244,488.24633284506461,7221.7133501032404,14577,8997,21475,5161.8583142971265,18786.451898912306,1184.5322542077613,14560.801859655505,1903,211,107,347,947,272,291,675,400,78
31550,31,1,4,4177,1618.016393442623,40,36,1913.8830601092895,1618.016393442623,74.963636363636368,220.90303030303031,1173.9754098360656,2321,1121,18232.666666666668,912.7323330640827,2682.688524590164,177.63114754098359,1974.9426229508197,382,128,19,49,146,38,40,108,61,9
31660,31,1,2,5470,2193,89,74,2512,2193,77,242,1493,3098,1674,19638.5,1198.026588141405,3306,183,2581,472,71,41,60,222,70,78,152,100,23
31810,31,1,3,5242,2056.5112915992731,54,37,2170.536616582137,2056.5112915992731,24.95560655438614,89.069718428478282,1588.9728334904971,2777,1697,23556,1206.8796440185167,3356.3846441784094,195.1956008588713,2493.0078099474968,443,50,24,55,240,73,74,167,111,20
32000,32,1,1,21792,11185.727567443,205,261,12724.017184758801,11185.727567443,215.86197383464201,1322.4276434810899,4847.8420042856706,13888,7093,18549,16607.178936357999,13952.415701571499,1079.3472002892202,9738.0703431205202,2836,107,130,185,1832,482,582,1350,893,289
32170,32,1,17,3596.9999999999982,1595.6469486981205,26,43,2071.5846108106493,1595.6469486981205,290.47061324797642,185.46704886455245,1239.292497189221,2097,792,15673.888888888889,917.15241667800137,2032.3925991077197,129.97527396112312,1381.500636616162,621,316,35,51,163,54,56,109,88,12
32270,32,1,9,2999,1207.2453463588465,29,29,1407.1430669442498,1207.2453463588465,108.69260500420137,91.205115581200673,928.59725778674056,1718,844,18296.166666666668,793.29250752879238,1863.3536369166598,103.22734036897813,1433.4951356326958,426,219,20,51,103,22,33,81,56,4
32360,32,1,7,2272,982.29532566415662,15,19,1193.7716629328918,982.29532566415662,126.46933774199211,85.0069995267434,704.90845795010432,1259,642,18282.25,429.21433854723597,1390.0822593479331,85.066036021673924,1041.2710860322402,304,145,11,35,87,24,26,63,53,5
32440,32,1,1,1079,514.72446110590511,7,14,674.16501312289006,514.72446110590511,95.859963789353102,63.580588227632099,380.22867853795702,625,236,15063,555.18431414345605,603.71415182755402,33.371134020618598,417.64479850046905,180,90,5,22,55,12,8,43,31,3
32700,32,1,11,6321.0000000000009,2745.1860850180601,54,78,3540.5717599902259,2745.1860850180601,348.635295682888,446.75037928928606,1879.1914643019193,3770,1587,16444.200000000001,2587.0547183238914,3751.1525251578241,217.27655469985478,2642.6071165300696,1056,443,49,84,375,131,105,244,196,36
33112,33,1,1,4054,1609,70,45,1834,1609,67,158,1119,2349,1185,18246,1351.5932378196401,2647,199,2000,390,116,23,43,156,50,52,106,88,24
33126,33,1,4,2149,866.27901685501047,17,19,1007.9547730558569,866.27901685501047,38.105773496517571,103.56998270432928,578.00705946952473,1210,631,19180.5,744.82234001707707,1348.0356974643169,108.07228360308039,1013.5604924838431,373,164,12,24,151,67,22,84,92,12
33160,33,1,3,34071,13278.75310759306,328,187,13807.573838146709,13278.75310759306,100.52866431157322,428.29206624202209,9846.3141552799007,17935,12454,24000.333333333332,10805.578300425093,22453.28991372219,1126.0636553904901,16237.222283485497,2039,65,112,206,1267,360,389,907,500,116
33230,33,1,12,22403.000000000011,9446.6509866932756,272,227,10741.87832310583,9446.6509866932756,285.72790809931126,1009.4994283132411,6078.5457451740067,13085,5424,15873.166666666666,5245.61676914906,13719.104135823774,1431.4318635572658,9841.2785859830055,1781,292,129,235,911,347,214,564,411,94
33320,33,1,2,27866,11287.93369024103,349,215,11695.631160101701,11287.93369024103,63.8788321831479,343.81863767751804,7370.0135164543499,15648,9848,22133.5,8384.7436936219492,18432.987219448201,1170.2401024879821,13628.01574511732,2026,47,113,322,1231,403,313,828,528,154
33400,33,1,1,40793,21803.215534905798,472,256,23294.8514739005,21803.215534905798,370.95782965892005,1120.6781093358202,7557.3319564988806,22238,12490,19847,12112.300781468301,30016.7859252173,2230.69408808259,18645.810591936501,2275,13,95,180,1409,331,578,1078,486,123
33480,33,1,6,13097,5022.6413610369464,225,99,5494.6817025110959,5022.6413610369464,128.3325728730988,343.7077686010461,3691.9938835131943,7297,3864,19043.5,2756.9886252539072,8617.7113853987939,568.52374767824028,6636.3301064258367,1192,336,68,146,508,144,134,364,253,56
33560,33,1,2,11584,4686.9598445595802,132,92,4889.9136284995002,4686.9598445595802,15.526693172936419,187.42709076698299,3223.4896373056999,6266,3781,19901,4161.5342383864408,7395.1852331606206,552.71955958549199,5298.8244818652802,824,29,38,139,512,202,106,310,264,80
33650,33,1,7,16580.999999999989,6089.7586998444795,214,96,6400.2732765688534,6089.7586998444795,80.429215524952312,230.08536119941661,4649.9614169874339,8657,5530,22446.571428571428,5599.4041087183668,11183.551129836767,553.21098420950693,8560.8410210951115,1591,212,120,231,848,226,180,622,424,137
33730,33,1,6,4597.99999999999,1960.0434923964649,48,50,2435.3993610399539,1960.0434923964649,299.44818652866365,175.90768211482532,1439.669900615889,2685,1241,18019.5,948.29017824994537,2762.1002024997729,208.28558478376488,2046.2301336408082,443,114,31,54,185,49,59,136,101,15
33810,33,1,1,2920.00000000001,1083.1750385939999,44,27,1154.9108876506002,1083.1750385939999,8.439511653718089,63.29633740288569,720.75549222182906,1613,733,17267,1333.7417552796601,1835.23735532963,172.511221945138,1353.45996729788,177,7,21,25,95,24,29,71,36,24
33890,33,1,4,1688.0000000000009,763.98226785857605,10,8,930.87415975046804,763.98226785857605,84.445945945945795,82.445945945945795,511.67727144586701,961,365,14855.333333333334,382.99938053969379,1005.2769064513431,87.130071999537392,704.868749487277,232,98,8,25,83,24,18,59,61,1
34070,34,1,1,255080,128240.235373651,3912,1616,146566.57246076502,128240.235373651,5320.1016185200306,13006.235468593999,42108.638461304203,148379,71315,16014,141982.11514404099,181274.10113912402,21381.978166133598,115269.59744101699,28294,150,1047,2657,19254,4753,5186,14501,6869,1836
34160,34,1,16,21809.999999999989,8393.2665194858146,225,137,9153.1543151554415,8393.2665194858146,337.09374786837196,422.79404780125714,6164.3819588104116,11507,6832,21029.84375,3625.1479966225888,14036.169728918938,985.78777812808255,10273.890017172842,2162,345,113,343,1055,256,306,799,398,51
34250,34,1,1,5996.0000000000091,3251.9999999996699,65,81,7819.8632264525804,3251.9999999996699,4393.8014779559198,174.061748496994,1550.20799968709,4608,2395,18467,1870.0017583524,3973.3635729917605,482.48248550465604,2791.0515877511298,936,21,28,68,710,196,109,514,203,20
34330,34,1,4,1729,768.84475440862127,13,18,2409.393472357337,768.84475440862127,1561.431174089071,79.117543859649217,536.15716451145772,1024,390,14092.75,676.5093290068445,1035.2801438255094,61.177854690705814,718.73162158651667,326,122,21,26,124,33,33,91,48,8
34410,34,1,2,10732,4664.9311572700299,79,101,8466.5312577472905,4664.9311572700299,3109.96484153252,691.63525894474503,3385.3458456973303,6370,3229,17978.5,2376.8059594508582,6553.3412462908,694.97863501483698,4322.0118694362009,1021,128,38,142,592,192,121,400,211,31
