postal_code,departement,nb_departements,nb_communes,population_2009,menages_2009,naissances_2011,deces_2011,logements_2009,residencesprincipales_2009,residencessec_2009,logvacants_2009,residencesprincipales_proprietaire_2009,ffiscaux_2009,ffiscaux_imposables_2009,revenufiscalmedianmoyen_2010,emploi_2009,population_1564_2009,chomage_1564_2009,actifs_1564_2009,ets_2010,ets_agri_2010,ets_indus_2010,ets_construc_2010,ets_comm_plus_services_2010,ets_comm_2010,ets_admin_2010,ets_service_2010,ets_1_9_2010,ets_10plus_2010
91310,91,1,4,23948,8868.292099493081,298,150,9613.1364853033301,8868.292099493081,130.02973436456318,614.81465144569097,6683.5989811260406,12781,9021,25498,7444.6298825954527,16263.959940119141,844.70928140667706,12418.46124822387,1658,12,67,285,1121,365,173,756,444,87
91390,91,1,1,20875,8386.7515737755311,321,96,8709.061234667819,8386.7515737755311,56.677836508272598,265.63182438401401,5425.3436839546403,11419,7856,22495.5,2771.7890935813998,13733.242915307001,854.483349772986,10516.3941320058,1045,3,48,174,668,205,152,463,272,51
91470,91,1,6,15025.000000000011,5533.1596253743774,161,74,5906.8199279657856,5533.1596253743774,135.54177423422445,238.11852835718301,4319.0893776715839,7471,5770,29037.833333333332,3445.3268172321314,10111.049321625327,403.95061492835691,7567.5743702281979,973,36,48,104,631,147,154,484,236,48
91560,91,1,1,9097,3524.61220984697,142,71,3674.7202430879702,3524.61220984697,15.228351198361999,134.87968204263501,2514.6848926437997,4817,3463,23694,1864.3466693360701,6034.36870440659,366.97912279809304,4692.5266325929697,511,3,30,82,319,103,77,216,139,44
91640,91,1,4,7024,2506.6963499585113,73,32,2699.2986493776052,2506.6963499585113,70.388185682717193,122.21411373637591,1982.1017530060039,3439,2594,26974.875,1744.69169630327,4696.5190009607695,187.53747075355759,3512.7285704360334,481,29,18,82,291,67,61,224,113,22
91720,91,1,7,5593.9999999999909,2131.8959621359804,71,46,2642.5686848309233,2131.8959621359804,282.9848427777913,227.6878799171499,1784.1204262087081,2967,1978,23560.071428571428,1082.9857171913125,3629.4560936449211,209.97894559263472,2732.3227634422306,436,54,22,69,242,73,49,169,107,14
91800,91,1,2,31664,12914.0389667535,472,276,13671.139888770502,12914.0389667535,150.95738958190901,606.14353243506901,8789.3665527207795,17310,12169,24230,6631.1785453868097,20426.9989477776,1150.694974595744,15429.844367912201,2149,6,68,163,1551,269,361,1282,398,89
91880,91,1,1,622,241,11,3,287,241,23,23,215,339,237,25136,82.221964568181988,418,20,312,64,12,5,13,31,9,3,22,12,1
92120,92,1,1,48410,23980.218895190796,734,290,25997.339418884101,23980.218895190796,569.6756033717171,1447.4449203215599,9580.1002493514698,29144,20994,25552,21030.983781667099,33773.477121932105,2430.1779118845602,27382.144878436,4227,6,178,275,3263,625,505,2638,1067,294
92210,92,1,1,29726,12782.899565474499,385,209,14023.1138141999,12782.899565474499,384.88343669452297,855.33081203081804,7053.8397461688801,15419,12018,36775,16930.505326475199,18761.188452386399,998.30240749487609,14196.4581942366,3264,8,78,81,2669,383,428,2286,692,194
92300,92,1,1,63436,31018.5029375866,1114,334,34246.858992832997,31018.5029375866,1083.7119377991698,2144.6441174472002,11810.634104100802,37126,27215,29741,56594.912786454202,44084.219978405301,3025.2297070486902,35389.603724558299,8555,14,284,361,7114,1242,782,5872,2278,742
92380,92,1,1,18291,7642.4234978577106,237,124,8215.5584724497512,7642.4234978577106,103.34344069132101,469.79153390072003,4699.9719849474204,9690,7578,33829,5825.7902660159498,11477.971760127499,647.04208800432104,8680.5721055729919,1549,1,46,86,1180,202,236,978,340,61
92700,92,1,1,84572,33853.976486113606,1540,496,36323.458559441002,33853.976486113606,308.49780033000008,2160.9842729974202,15730.476681910401,47004,27873,19502,33805.169470527908,56223.714868809002,5513.435431637,42892.714263815098,5198,8,241,525,3803,961,621,2842,1231,357
93150,93,1,1,51106,18225.747191268401,969,307,19016.9908237815,18225.747191268401,77.535977109818703,713.70765540325306,8076.8301593814394,26420,13061,14188,11306.602691665701,33694.906685443202,4224.9673114758707,24232.532011189596,2510,3,99,418,1661,575,329,1086,676,191
93240,93,1,1,33951,11848.3595671231,707,184,12557.6706326937,11848.3595671231,36.986878388591499,672.32418718201802,3551.8128140567801,18021,7112,11795,7699.7233825725107,21699.215696310301,2789.8352621388904,14535.7028350571,1810,3,82,317,1165,410,243,755,534,140
93330,93,1,1,33157,12955.145145876299,648,181,13518.3792238195,12955.145145876299,86.163418698112892,477.07065924508703,5684.5789838080709,19004,11230,18440,9400.7043911419514,22684.584452042702,2067.19540290126,17261.339461514501,1672,1,94,227,1127,355,223,772,441,139
93410,93,1,1,6273.00000000002,2481.00000000002,141,50,2623.0467219291804,2481.00000000002,12.533534287867299,129.51318764129601,1641.0912397039101,3592,2416,21785,1906.3526604549202,4287.2775641889393,296.37152811062703,3349.96985338996,378,3,24,56,241,77,54,164,115,24
93600,93,1,1,82525,28086.8849854199,1273,368,29455.062426579003,28086.8849854199,240.975400281459,1127.20204087771,13858.6634880359,41701,21019,15177.5,30881.955427613801,54045.619259550505,6137.9203258606703,38100.306043771299,4777,11,206,661,3269,1171,630,2098,1389,436
94140,94,1,1,44278,19782.468032029799,757,279,21030.945265357597,19782.468032029799,135.62360359957401,1112.8536297282201,6063.5794918460906,27043,15026,18055,11176.368503654501,30631.392639804999,2893.0741828250802,23495.640598482998,2919,2,175,391,2049,527,302,1522,768,178
94230,94,1,1,27786,11769.9512675818,427,240,12649.055169476002,11769.9512675818,113.614419655614,765.48948223858508,5578.83168510425,15571,9939,22472,8287.0759672226595,18233.116022239599,1348.0042932404401,13648.7456299733,1455,4,78,113,1033,229,227,804,356,126
94320,94,1,1,29472,11709.6865500972,417,182,12352.6626871403,11709.6865500972,93.970343937148996,549.00579310597209,6179.0027573706902,16417,10421,21997,10914.833110236201,19933.384514812398,1591.7842083044,14874.8989203929,1852,2,51,176,1390,570,233,820,568,234
94420,94,1,1,18876,7702.6881419962001,294,92,7915.3167969516408,7702.6881419962001,51.173386651771899,161.45526830367501,4669.8349058355898,10217,7107,23847,3147.0973994673404,12568.0901102551,733.56551134165602,9610.1904669536616,1104,4,61,161,740,216,138,524,329,55
94500,94,1,1,75090,29146.98230177,1240,477,30931.8347077498,29146.98230177,170.331686673783,1614.5207193060101,13547.3618506035,43527,24044,17643,18383.738439815901,49885.255211543699,5167.1814753767803,37161.642567424802,4499,5,233,755,2917,873,589,2044,1216,303
95000,95,1,4,89392,35825.695833178768,1878,397,38221.408493780778,35825.695833178768,324.43455381211282,2071.2781067898518,13825.420276003115,48902,27924,23991.5,44581.480222584687,64302.365358163952,5702.8072066512505,46743.791644674508,6588,30,281,484,4683,1087,1110,3596,1645,586
95170,95,1,1,21676,9013.4064826241993,420,112,9596.9229117518589,9013.4064826241993,88.73127219822409,494.78515692943301,5773.0394670295409,12426,8287,22461,3307.2391786967505,14631.3492461803,1092.6173452703401,11204.2116200946,1182,1,48,180,783,206,170,577,298,54
95250,95,1,1,8776.9999999999891,3445.9999999999504,88,57,3661.3420843277204,3445.9999999999504,45.071599045346098,170.270485282419,2605.5047618861599,4974,3472,26414,3477.2585267047207,5726.3758286638204,241.05058616647099,4179.6907572956407,667,1,43,99,435,130,89,305,240,42
95330,95,1,1,14612,5920.5604908716305,202,105,6202.4390313659405,5920.5604908716305,11.891302861717199,269.98723763259704,3978.5865126017902,8218,5655,22855,3990.7719679813704,9750.6698044191908,636.02496804469297,7475.6103396312601,963,3,60,134,599,178,167,421,284,77
95410,95,1,1,8413,2979.9879044375803,129,60,3165.5102846376903,2979.9879044375803,19.479849921011098,166.04253027909402,2013.5053408362,4435,2929,23735,1486.5967941553399,5695.2487316732395,410.16939308232804,4270.5561182417996,495,12,22,82,314,125,65,189,117,22
95490,95,1,1,16059,5005.32913174226,225,38,5132.5866614457109,5005.32913174226,21.830759104177098,105.42677059927901,3445.59998046174,7608,4932,21447,2078.0850433803002,11761.615203879201,861.85365441070508,8845.3420753666906,572,2,19,46,384,97,121,287,110,28
95570,95,1,4,9625.0000000000127,3303.9336411929839,122,41,3438.012320729109,3303.9336411929839,23.438529698799275,110.64014983732571,2333.9692497659844,4726,3372,24789.75,2821.7047271060783,6638.4074311798076,334.69315087966157,4938.9163971140179,557,16,22,66,381,117,72,264,159,36
95650,95,1,5,3477.9999999999918,1248.5799804235342,38,18,1342.5422353849151,1248.5799804235342,28.457663012376127,65.504591949005231,1002.9055472331866,1745,1283,26179.799999999999,2450.7850642101189,2398.6294784032884,134.88289524798668,1838.1819908591604,466,21,46,50,295,98,54,197,146,53
95740,95,1,1,2731,984.71993951793513,21,11,1041.2068309037002,984.71993951793513,7.9434691011235996,48.543422284644201,843.06875774204104,1348,1033,26330,348.00761295813305,1834.0176975926699,96.713565488368602,1385.2968138132101,138,4,12,16,98,29,8,69,34,9
95830,95,1,2,1611,573.81408744322812,30,5,617.60333740894907,573.81408744322812,9.9510020656130891,33.838247900107639,483.74602693862306,800,566,24123,441.36542026607054,1091.6221251922191,52.674602693862298,829.63412641667503,134,12,13,21,76,24,12,52,32,14
97112,971,1,1,5590.00000000002,2519.7587373045303,63,57,3420.83779975261,2519.7587373045303,191.13798294353398,709.94107950455509,1761.6902218215,3424,706,,2362.1200998624299,3344.1253798550702,683.60385191343005,2453.1272822165197,1375,626,59,85,510,203,95,307,145,29
97120,971,1,1,10624,4305.6022073884596,125,84,5091.3274888372398,4305.6022073884596,129.03243850516898,656.69284294361205,2502.7448733614701,6011,2547,,2513.5278411965505,6966.9635967004406,1012.21242722362,4937.8392940411595,749,132,51,110,366,119,90,247,86,31
97129,971,1,1,15866,5993.18849936674,214,91,6856.2778046780113,5993.18849936674,180.577384024563,682.51192128671016,4194.5431730460505,8546,2540,,2584.8276235092899,10333.014675541701,2001.4555162086501,7112.35437038702,1544,274,102,281,766,223,121,543,167,48
97141,971,1,1,1815,677.80508474576311,25,10,788.656336430171,677.80508474576311,24.248711305964299,86.602540378443791,497.33050847457707,1067,367,,177.31512898226399,1192.56779661017,197.906779661017,820.33898305084813,106,13,7,12,55,15,19,40,5,4
97212,972,1,1,16730,6468.6342698759399,202,100,7167.4113239929602,6468.6342698759399,57.429184428157896,641.34786968886101,4139.0035062386805,9256,3185,15520,2335.55879488554,11228.790159263001,1849.9223120109802,7966.0345201877799,1322,180,84,237,703,231,118,472,167,46
97221,972,1,1,3797.99999999998,1415.5195236338602,30,41,1833.52327564079,1415.5195236338602,75.325549219523296,342.67820278740902,884.45762797974112,2249,765,14827,1152.4896263819101,2375.1124207840999,284.79806445192304,1603.7203195014602,455,124,23,50,204,46,54,158,65,15
97229,972,1,1,7664.00000000002,3195.0236279476699,100,39,5180.7532969649401,3195.0236279476699,1166.63153096253,819.09813805474209,1492.7661408189902,4563,1874,16967,2265.20283917506,5152.2741960227304,751.80075413643999,3675.8380346536806,1562,42,72,127,1198,287,123,911,182,33
97260,972,1,1,5116.00000000002,1962.34924141336,51,42,2459.8817459974102,1962.34924141336,64.028444682758391,433.50405990129906,1305.8762579245902,3088,653,10889,1142.8748119818702,3150.59472213562,544.327456297362,2033.9620291809399,587,219,22,51,234,66,61,168,64,23
97313,973,1,1,4129.0000000000191,1000.1405706368602,134,13,1240.43113586087,1000.1405706368602,98.670038860098202,141.62052636390598,583.12892377338403,1318,191,,512.96489266411595,2238.8455516756999,639.11950773387503,1138.6169748560701,155,17,20,22,77,27,19,50,27,8
97340,973,1,1,4519,1190.1966436327698,197,4,1566.45666000592,1190.1966436327698,103.663473898725,272.59654247442398,1053.68983218164,597,59,,538.605115139899,2212.65942744324,301.56406712734503,822.60967423494606,54,1,12,2,32,7,7,25,3,6
97380,973,1,1,82,27.965107112644301,0,1,51.551933176528898,27.965107112644301,14.896942777190299,8.6898832866943305,18.301552921321601,,,,23.117751058511399,48.193139288841799,8.7003145638847794,33.744544877272197,7,1,2,0,1,0,3,1,2,1
97420,974,1,1,38609,12091.821742459701,672,170,12716.4973671356,12091.821742459701,93.852605033998998,530.82301964188798,3745.9607811268502,19388,3760,7377,19662.115352315697,24676.519105121399,6962.7894087590003,15559.430687210001,3854,63,427,252,2644,736,468,1908,819,387
97436,974,1,1,30504,10513.4851968414,502,139,11885.3609746284,10513.4851968414,301.09775395186301,1070.7780238351302,7033.7407597846895,17599,4227,10118.5,6380.3950877037705,20275.229066394502,5066.9619225572796,14113.651999214,2532,392,185,296,1192,452,467,740,460,90
97470,974,1,1,34682,11365.963315389601,699,168,12449.354052993,11365.963315389601,106.25044839955399,977.14028920386409,6486.8725704007502,18439,3701,8178,8967.3382398427202,22496.490678297203,5256.6320689510012,13558.5094555866,2560,603,208,252,1120,484,377,636,489,132
01110,01,1,10,7066.0000000000009,2937.5719237488493,67,78,3969.292259481349,2937.5719237488493,602.78849825506518,428.93183747743109,1702.3037510903334,3674,2047,19441,2884.1229662916912,4459.0923690065638,212.44361140268347,3178.6629401699524,546,100,40,56,241,65,109,176,152,36
01200,74,2,10,19940,8379.06134753488,258,179,9579.2459198578981,8379.06134753488,384.38164530580036,815.80292701721567,4339.4442075880252,10517,5470,21857.200000000001,6456.6122556807268,12813.457562715274,1269.7772152602581,9811.4499032396616,1297,93,97,166,755,220,186,535,396,96
01280,01,1,1,5640,2238.0802675585301,71,7,2677.9043284239601,2238.0802675585301,336.95544994478598,102.868610920644,1436.4080267558502,2626,1488,31670,1018.1580507531099,3796.1538461538498,235.78595317725799,2882.2474916388001,212,12,4,12,135,30,49,105,52,11
01360,01,1,4,8424,2846.8349206672442,154,31,3018.217200292725,2846.8349206672442,58.733467708830801,112.64881191665549,1848.9210031075982,4286,2764,20941.5,4421.6110699775172,5932.174830994365,269.84201485392344,4745.6700063143944,552,33,64,80,318,88,57,230,154,61
01430,01,1,10,4100.0000000000018,1586.2855575778665,43,27,1890.7547887561843,1586.2855575778665,144.41582524453003,160.05340593378773,1154.5016809918975,2126,1291,19868.450000000001,1442.1985355270244,2687.7177982115018,109.66123807511968,2110.1721428913652,337,76,48,45,131,38,37,93,97,30
01540,01,1,3,4279.9999999999973,1752.3370536275711,50,31,1920.572810388727,1752.3370536275711,55.962949398351192,112.27280736280869,1119.8494532075711,2253,1228,18257.666666666668,1466.6997486619687,2634.0183904086689,164.3519003171792,1975.2051332825392,358,54,32,45,184,53,43,131,102,25
01640,01,1,4,4144.99999999999,1762.7455294959541,58,38,2313.0467751752058,1762.7455294959541,317.21034921298883,233.09089646626489,1231.2829748503082,2370,1329,19099.75,1067.0035755142781,2652.7217298945238,133.31267055336241,2004.343475968506,310,51,28,40,142,42,49,100,72,15
01960,01,1,3,8297,3416.0159877211554,84,77,3590.3912050119025,3416.0159877211554,42.890684514515499,131.48453277623281,2264.5660763631395,4463,2781,19465.333333333332,3211.0654339169541,5229.4156280408733,287.73857913027155,3907.4477404079939,658,62,50,80,378,132,88,246,199,65
02150,02,1,4,2876,1177.1846678111951,41,23,1296.410253974002,1177.1846678111951,35.120311025641143,84.105275137166501,667.05047979596952,1567,655,15526,1328.1818163656064,1909.9224508501391,220.97590207755601,1383.2777992141553,208,51,13,24,83,21,37,62,49,11
02240,02,1,17,7833.0000000000127,3119.9292219635872,92,67,3475.2066574088317,3119.9292219635872,103.09103889891817,252.18639654632736,2438.1511305559884,4266,2133,17780.333333333332,2056.9480420704185,5085.6387165998667,405.10719166052871,3484.034556664642,480,148,33,53,185,50,61,135,147,20
02330,02,1,13,2995,1235.1118562269987,47,20,1599.2628546570561,1235.1118562269987,228.26042935665009,135.89056907340643,995.51196214435447,1691,895,18103,643.03931267053838,1901.8337300633427,145.96982516177241,1450.3791936321741,304,138,15,31,75,18,45,57,79,13
02410,02,1,3,2662,1011.6448598130839,28,60,1131.9041190723433,1011.6448598130839,28.17283950617286,92.086419753086446,735.3457943925232,1470,706,17098.25,803.86278220661745,1541.9906542056071,102.07476635514018,1049.0934579439249,134,19,9,20,62,17,24,45,47,10
02490,02,1,10,3090.9999999999982,1202.6047650442351,30,25,1344.6135719498418,1202.6047650442351,63.593542356227523,78.41526454937825,973.43061715529529,1663,955,18932.357142857141,414.02931590185023,2032.242588261342,144.44738993202026,1469.8916852198461,211,68,16,18,77,23,32,54,61,3
02590,02,1,12,3865.9999999999991,1486.9841825930575,41,27,1568.2396965799435,1486.9841825930575,26.527946960508313,54.727567026378068,1214.5978498132133,2018,1081,17927.849999999999,636.6462696451423,2481.6341236016515,187.89819339675213,1746.8872787801379,213,61,13,22,78,15,39,63,63,11
02680,02,1,5,1996,773.96456922716902,21,16,824.63520386921755,773.96456922716902,9.2350183354222004,41.43561630662694,549.00899418013046,1067,639,21219.25,190.028247627719,1344.773878826546,105.27186603882001,986.23448873209509,79,14,7,11,34,10,13,24,23,5
02820,02,1,11,4470.0000000000009,1733.4565888747002,64,41,2002.6990859525993,1733.4565888747002,117.21049760010375,152.03199947779618,1261.3643031267,2383,1136,17353.799999999999,1203.7635425077465,2832.9284900369321,237.52000672995266,2139.0091506668355,325,79,16,56,122,37,52,85,78,19
03100,03,1,2,40175,20631.301583930563,408,533,24195.038788427941,20631.301583930563,422.84282435476592,3140.8943801426412,9727.5308656993748,25168,11575,17897.5,21511.93695982467,24809.240845141358,2684.9063193269963,16905.225279474103,3068,31,195,220,2068,791,554,1277,1042,292
03190,03,1,13,7254.9999999999964,3067.0006742217897,60,102,3906.632931843993,3067.0006742217897,409.90590086664457,429.72635675555961,2386.7256048494264,4158,1999,16636.458333333332,1848.209644321207,4358.0803830192845,327.04690267663739,3211.7646311394105,678,251,50,45,246,68,86,178,131,24
03270,03,1,4,5451.0000000000027,2419.4445630987843,54,45,2789.8571233463772,2419.4445630987843,118.568874262885,251.84368598470658,1759.373631715609,3237,1680,17401.75,1907.3598490474021,3388.938250597766,283.81563387033191,2461.6699973926811,409,53,57,54,195,59,50,136,104,33
03360,03,1,9,4075,1902.2110624191494,30,87,2891.6391891238895,1902.2110624191494,639.878932604135,349.54919410060552,1379.2256984999926,2895,1083,16179,1332.3309041396676,2347.6253717128779,194.93231354631357,1633.6735333271108,397,156,21,38,135,49,47,86,86,11
03440,03,1,3,1730,802.14234036037237,15,22,1192.255350913151,802.14234036037237,177.7093522727173,212.4036582800594,590.6641430261642,1097,359,14640.666666666666,464.12079120011924,1012.395025658764,91.261210845552199,702.15627922725707,188,95,8,13,52,17,20,35,28,5
03700,03,1,3,10618.00000000004,4886.7436241619434,91,157,5631.5069800682295,4886.7436241619434,256.73875487087662,488.02460103540875,3434.2633687689922,6497,3610,19914.333333333332,2830.6334825761051,6108.4830657783159,509.92724196396233,4277.7475324650532,750,51,42,80,462,168,115,294,171,54
04150,04,1,9,2956.9999999999982,1359.9571551828194,20,41,2325.5704861523272,1359.9571551828194,815.80265618256294,149.81067478694581,882.02127710827017,1732,683,15782.428571428571,996.04481030167301,1831.442346370354,149.19857116713499,1245.6201951469645,517,157,43,60,200,48,57,152,84,12
04230,04,1,8,2852.9999999999968,1343.6686440129188,23,25,2326.6087159854806,1343.6686440129188,839.58324140284458,143.35683056971774,902.92764261059892,1710,774,16688.785714285714,526.50455047283788,1711.4543278443093,175.50363506738583,1122.352937478375,346,91,25,39,149,39,42,110,52,4
04310,04,1,2,2725,1128.0744227285725,29,13,1330.3512990758197,1128.0744227285725,86.14182048799664,116.13505585924901,728.47839868850258,1578,784,17627,810.30093564429615,1739.3766723386136,156.40662584017329,1234.4400326169202,263,25,21,47,138,40,32,98,67,22
04400,04,1,6,5214.0000000000036,2456.997451332541,41,45,10188.309764218018,2456.997451332541,7366.8826486978633,364.42966418761364,1293.2071376825306,3231,1650,18120.166666666668,2727.5681255668442,3398.7230276636692,145.56375401006295,2561.6041550733376,1136,76,40,90,705,189,225,516,301,49
04700,04,1,6,7284,3215.7167287573898,68,118,4157.4171301403576,3215.7167287573898,477.41271161901949,464.287689763944,1992.5235894978387,4358,2119,16948.666666666668,2010.6507361412416,4320.382979678403,360.99890712646965,3088.6723302767377,778,135,73,85,372,110,113,262,182,39
05120,05,1,3,3894,1650.1111790519572,44,29,2540.5113480762675,1650.1111790519572,673.20744042726096,217.19272859704643,1056.0481278033521,2215,1183,17971.833333333332,1376.2781706642613,2499.7691138664923,112.3495000358642,1900.685288266242,477,27,38,82,232,39,98,193,112,28
05220,05,1,1,1062,469.19383985876703,11,9,2377.6233581972606,469.19383985876703,1877.9920459567002,30.437472381794098,306.816482074151,685,372,18313.5,509.72425731350302,712.33024900680903,22.919020541739798,540.97637434754006,335,27,10,30,173,31,95,142,68,11
05320,05,1,1,492.99999999999903,234.370261271591,7,2,877.00440761305106,234.370261271591,628.62031760504203,14.0138287364181,139.43788494512302,301,145,16142,277.85375810412,335.41220688399903,15.156291841861199,274.78703951655405,193,24,10,13,115,17,31,98,33,5
05480,05,1,1,284.00000000000102,132.99632015047601,4,2,332.348558956445,132.99632015047601,191.25671641790998,8.0955223880596794,85.003017239964606,164,78,15672,93.065905228165605,191.99841446997999,8.0002839755260791,156.99717207705402,63,14,2,6,34,6,7,28,11,0
06110,06,1,1,41725,20663.003021295997,524,468,25914.614349482497,20663.003021295997,4074.9935808503401,1176.6177473361802,11972.1819166777,28339,15417,18731.5,9480.8762450756512,25316.510287597601,2091.9691516809003,18438.890121739798,4378,10,201,589,2958,783,620,2175,986,147
06220,06,1,1,27991,12359.3774871359,350,285,19272.202550533701,12359.3774871359,5435.8049129214405,1477.0201504764402,7010.5206813786908,17263,8993,17933,9201.1562773526312,16855.244329298901,1916.0647753184201,12013.875603227101,3556,35,281,452,2501,741,287,1760,899,132
06320,06,1,2,8194,3507.3627739614403,16,31,5660.0082429598515,3507.3627739614403,1794.3489666136679,358.29650238473801,1723.8499700422612,4566,3189,24624,1681.0550561922441,5354.9198643808395,289.98191322004203,3979.2187646167195,742,4,34,65,560,107,79,453,188,24
06410,06,1,1,9117.9999999999909,3757.9999999995503,92,57,4743.7731871833603,3757.9999999995503,763.61256323777707,222.16062394603802,2281.2697970247905,5204,3498,25671,4567.8797933594005,6210.7924130158699,358.52463710563603,4504.1782299133702,1583,21,101,174,1148,230,139,918,359,119
06500,06,1,5,32672,15402.073873194007,97,318,28489.212289977651,15402.073873194007,11429.558642708693,1657.5797740748908,8470.6867674055629,21734,12543,21726,9535.6152453851391,20389.600751718077,1599.2558780418087,14945.41538617289,4080,55,163,625,2768,858,469,1910,1097,152
06580,06,1,1,6570.0000000000091,2567.99999999996,92,39,2848.4670050761101,2567.99999999996,196.116026105873,84.350978970268017,1728.5362092522901,3809,2412,21201,1711.7030120202701,4397.70660474545,298.60943043872402,3348.0584799401204,724,31,45,142,439,134,67,305,182,31
06670,06,1,7,14042.000000000002,5444.7330536354611,144,103,6320.5280707128231,5444.7330536354611,501.71001251036341,374.08500456700017,3871.3666894771764,7645,4716,21532,2593.3517643362102,9046.7724374445097,412.76690224955337,6756.0455400299616,1363,64,74,253,804,226,168,578,273,49
06800,06,1,1,48024,23210.943449770999,552,481,29344.308598633899,23210.943449770999,4442.3184857553906,1691.0466631074801,13218.527837261201,30967,17921,20533.5,14051.3242831646,29157.2996209673,2394.98483909066,21497.783673936097,5912,101,241,788,3828,1140,954,2688,1413,206
07110,07,1,17,8410.0000000000073,3529.4842670570933,85,80,5922.6945196301076,3529.4842670570933,2008.3167523539382,384.89350021907632,2412.476375433655,4899,1990,15355.4,2319.5206559691565,5067.6011444967689,452.5177313351756,3291.1215353082807,932,244,44,99,424,132,121,292,177,37
07200,07,1,20,29470,13000.463032215561,306,330,16411.78872134952,13000.463032215561,1703.5864316406553,1707.7392574933074,7780.821180186118,18139,8682,17342.625,13174.615323838394,17830.02300664004,1615.7375085471692,12542.345846422686,3344,285,210,394,1991,705,464,1286,980,236
07290,07,1,7,6272.9999999999982,2535.8744096507853,93,54,3132.4400378424107,2535.8744096507853,333.09619035185676,263.46943783976695,1946.9412388837291,3516,1746,17191.714285714286,908.83404229141638,3852.7215060873586,230.69268297497516,2799.3716477777807,456,158,29,38,182,60,49,122,96,19
07370,07,1,4,3856.0000000000027,1596.9816177450512,48,23,1841.310500359004,1596.9816177450512,99.412844737903583,144.91603787605359,1185.7390159262332,2118,1101,17291.125,778.86514819061006,2433.1559007486781,180.38910855992873,1822.8388332323402,301,94,27,35,120,40,25,80,60,7
07470,07,1,4,1517,647.0211189608824,6,28,1387.260159098134,647.0211189608824,698.24580160176208,41.993238535490541,500.78400080132792,863,301,13796.875,524.6092077196256,875.4782236321679,61.361576639910751,605.18997224269594,238,92,12,25,79,23,30,56,55,5
07590,07,1,7,970.99999999999886,399.53104314178449,2,8,1112.3493316030731,399.53104314178449,646.49464736399773,66.323641097290675,324.82145378097414,400,112,12898.666666666666,275.57602858839437,557.39229143444379,18.164605774261929,333.2862195611803,157,76,7,7,40,6,27,34,23,3
07800,07,1,7,13076,5463.9546238953944,164,151,6269.4537504946584,5463.9546238953944,283.36602304448132,522.13310355478359,3536.1975065041188,7606,3835,17666.142857142859,3645.2903447955073,8079.9439104526518,645.06299492202174,5907.0960725674367,927,94,79,135,466,142,153,324,225,60
08160,08,1,12,7760.9999999999882,3105.0884021612346,85,51,3341.8096435703956,3105.0884021612346,53.928567133599962,182.79267427555988,2204.6864668753378,4112,2277,18965.727272727272,1145.8845542643148,5188.9960368167303,359.93839759550337,3655.9122141932057,382,75,32,51,161,53,63,108,88,18
08250,08,1,24,2654.0000000000005,1159.539063708311,19,26,1654.1601432035961,1159.539063708311,301.2823024058809,193.338777089404,916.48146151640765,1470,563,14525.1875,778.30584140283156,1558.2211126717486,112.40192575228362,1068.2163073447762,329,157,23,26,74,17,49,57,92,7
08350,08,1,9,5112.0000000000027,1984.3482939460741,47,53,2115.5600382695798,1984.3482939460741,28.866901601404408,102.34484272210247,1343.4332072790178,2731,1359,18384.625,1705.4328649013983,3326.8871677249381,240.69442591695631,2367.9298797858091,340,71,41,47,139,44,42,95,88,25
08440,08,1,5,5715,2158.2062184969718,64,37,2302.0551170166409,2158.2062184969718,23.476740665898731,120.37215785376672,1405.096635890696,2862,1432,18772.599999999999,1985.2409000949331,3773.9311459432929,312.44236559945563,2603.5732341552848,286,31,44,38,132,39,41,93,71,32
09100,09,1,21,25821.000000000007,11362.934415937283,339,259,12929.809582685873,11362.934415937283,418.71051838534288,1148.1646483632428,6478.8986113674027,15400,7137,17418.28125,11753.106814499559,16150.882359817509,1511.4222702432319,11457.061421874221,2723,274,172,356,1531,571,390,960,678,176
09210,09,1,2,2968,1250.23821198211,28,46,1532.3402789036161,1250.23821198211,101.6890442904096,180.41302263109873,849.27813760559809,1727,731,16508.25,934.52011176938959,1772.1835829642591,105.33241131980618,1320.5574686233952,316,83,27,32,131,47,43,84,65,10
09310,09,1,14,1539.0000000000002,744.02370160767737,14,14,1678.0999360013036,744.02370160767737,840.27412859151968,93.802105802105828,571.0008816754779,814,455,18093.200000000001,393.08711856814449,927.23414454603926,66.278513467572026,632.46429236196082,141,25,14,12,60,13,30,47,40,3
09460,09,1,7,532.00000000000011,283.35740709512129,3,4,1107.5093196746689,283.35740709512129,814.50981336953237,9.6420992100156528,225.61754298733868,223,106,16485,126.54552234153779,303.0440059718868,15.647693478711838,174.45020259974842,72,18,10,5,24,8,15,16,20,1
10120,10,1,4,14980.999999999998,6902.7591437059109,162,108,7278.024299486241,6902.7591437059109,63.024593406087291,312.24056237423872,4249.7564980330653,8726,5158,21067.125,5250.2019408674851,9601.9046185718125,692.27467428774196,7092.957506541462,927,56,71,109,569,204,122,365,291,67
10200,10,1,36,11255.000000000002,5028.4917808973296,100,140,6131.7323084456857,5028.4917808973296,404.99487145505941,698.24565609329488,2995.3335603179385,6256,3270,20823.346153846152,5597.5364300389656,7131.7625207462406,558.55981116947771,5266.3893198813375,1689,833,103,87,490,134,176,356,501,58
